timestamp_utc,power_w,util_gpu_pct,util_mem_pct,sm_clock_mhz,mem_clock_mhz,mem_used_mib,mem_total_mib,pcie_rx_mbs,pcie_tx_mbs
2026-07-01T00:57:05Z,8.92,0,2,210,405,15,8192,0,0
2026-07-01T00:57:05Z,9.36,0,0,210,405,15,8192,0,0
2026-07-01T00:57:06Z,10.00,0,0,210,405,15,8192,0,0
2026-07-01T00:57:07Z,10.00,0,0,210,405,15,8192,0,0
2026-07-01T00:57:07Z,9.27,0,0,210,405,15,8192,0,0
2026-07-01T00:57:08Z,9.27,0,0,210,405,15,8192,0,0
2026-07-01T00:57:08Z,9.35,0,0,210,405,15,8192,0,0
2026-07-01T00:57:09Z,9.35,0,0,210,405,15,8192,0,0
2026-07-01T00:57:09Z,9.28,0,0,210,405,15,8192,0,0
2026-07-01T00:57:10Z,9.28,0,0,210,405,15,8192,0,0
2026-07-01T00:57:10Z,9.21,0,0,210,405,15,8192,0,0
2026-07-01T00:57:11Z,9.21,0,0,210,405,15,8192,0,0
2026-07-01T00:57:11Z,9.19,0,0,210,405,15,8192,0,0
2026-07-01T00:57:12Z,9.19,0,0,210,405,15,8192,0,0
2026-07-01T00:57:12Z,9.32,0,0,210,405,15,8192,0,0
2026-07-01T00:57:13Z,9.47,0,0,210,405,15,8192,0,0
2026-07-01T00:57:13Z,9.82,0,0,210,405,15,8192,0,0
2026-07-01T00:57:14Z,9.82,0,0,210,405,15,8192,0,0
2026-07-01T00:57:14Z,9.29,0,0,210,405,15,8192,0,0
2026-07-01T00:57:15Z,9.29,0,0,210,405,15,8192,0,0
2026-07-01T00:57:16Z,9.28,0,0,210,405,15,8192,0,0
2026-07-01T00:57:16Z,9.28,0,0,210,405,15,8192,0,0
2026-07-01T00:57:17Z,9.18,0,0,210,405,15,8192,0,0
2026-07-01T00:57:17Z,8.94,0,0,210,405,15,8192,0,0
2026-07-01T00:57:18Z,8.94,0,0,210,405,15,8192,0,0
2026-07-01T00:57:18Z,8.98,0,0,210,405,15,8192,0,0
2026-07-01T00:57:19Z,8.98,0,0,210,405,15,8192,0,0
2026-07-01T00:57:19Z,9.17,0,0,210,405,15,8192,0,0
2026-07-01T00:57:20Z,9.36,0,0,210,405,15,8192,0,0
2026-07-01T00:57:20Z,9.81,0,0,210,405,15,8192,0,0
2026-07-01T00:57:21Z,9.81,0,0,210,405,15,8192,0,0
2026-07-01T00:57:21Z,9.24,0,0,210,405,15,8192,0,0
2026-07-01T00:57:22Z,9.24,0,0,210,405,15,8192,0,0
2026-07-01T00:57:22Z,9.21,0,0,210,405,15,8192,0,0
2026-07-01T00:57:23Z,9.21,0,0,210,405,15,8192,0,0
2026-07-01T00:57:23Z,9.18,0,0,210,405,15,8192,0,0
2026-07-01T00:57:24Z,9.18,0,0,210,405,15,8192,0,0
2026-07-01T00:57:25Z,9.14,0,0,210,405,15,8192,0,0
2026-07-01T00:57:25Z,9.14,0,0,210,405,15,8192,0,0
2026-07-01T00:57:26Z,9.17,0,0,210,405,15,8192,0,0
2026-07-01T00:57:26Z,9.17,0,0,210,405,15,8192,0,0
2026-07-01T00:57:27Z,9.28,0,0,210,405,15,8192,0,0
2026-07-01T00:57:27Z,9.44,0,0,210,405,15,8192,0,0
2026-07-01T00:57:28Z,9.74,0,0,210,405,15,8192,0,0
2026-07-01T00:57:28Z,9.74,0,0,210,405,15,8192,0,0
2026-07-01T00:57:29Z,9.22,0,0,210,405,15,8192,0,0
2026-07-01T00:57:29Z,9.22,0,0,210,405,15,8192,0,0
2026-07-01T00:57:30Z,9.16,0,0,210,405,15,8192,0,0
2026-07-01T00:57:30Z,9.11,0,0,210,405,15,8192,0,0
2026-07-01T00:57:31Z,9.11,0,0,210,405,15,8192,0,0
2026-07-01T00:57:31Z,9.18,0,0,210,405,15,8192,0,0
2026-07-01T00:57:32Z,9.18,0,0,210,405,15,8192,0,0
2026-07-01T00:57:33Z,9.30,0,0,210,405,15,8192,0,0
2026-07-01T00:57:33Z,9.30,0,0,210,405,15,8192,0,0
2026-07-01T00:57:34Z,9.23,0,0,210,405,15,8192,0,0
2026-07-01T00:57:34Z,9.40,0,0,210,405,15,8192,0,0
2026-07-01T00:57:35Z,9.81,0,0,210,405,15,8192,0,0
2026-07-01T00:57:35Z,9.81,0,0,210,405,15,8192,0,0
2026-07-01T00:57:36Z,9.23,0,0,210,405,15,8192,0,0
2026-07-01T00:57:36Z,9.23,0,0,210,405,15,8192,0,0
2026-07-01T00:57:37Z,9.18,0,0,210,405,15,8192,0,0
2026-07-01T00:57:37Z,9.18,0,0,210,405,15,8192,0,0
2026-07-01T00:57:38Z,9.20,0,0,210,405,15,8192,0,0
2026-07-01T00:57:38Z,9.20,0,0,210,405,15,8192,0,0
2026-07-01T00:57:39Z,9.20,0,0,210,405,15,8192,0,0
2026-07-01T00:57:39Z,9.20,0,0,210,405,15,8192,0,0
2026-07-01T00:57:40Z,9.15,0,0,210,405,15,8192,0,0
2026-07-01T00:57:41Z,9.15,0,0,210,405,15,8192,0,0
2026-07-01T00:57:41Z,9.18,0,0,210,405,15,8192,0,0
2026-07-01T00:57:42Z,9.36,0,0,210,405,15,8192,0,0
2026-07-01T00:57:42Z,9.69,0,0,210,405,15,8192,0,0
2026-07-01T00:57:43Z,9.69,0,0,210,405,15,8192,0,0
2026-07-01T00:57:43Z,9.14,0,0,210,405,15,8192,0,0
2026-07-01T00:57:44Z,9.14,0,0,210,405,15,8192,0,0
2026-07-01T00:57:44Z,9.11,0,0,210,405,15,8192,0,0
2026-07-01T00:57:45Z,9.04,0,0,210,405,15,8192,0,0
