timestamp_utc,power_w,util_gpu_pct,util_mem_pct,sm_clock_mhz,mem_clock_mhz,mem_used_mib,mem_total_mib,pcie_rx_mbs,pcie_tx_mbs
2026-07-01T04:01:25Z,9.26,0,0,210,405,191,8192,0,0
2026-07-01T04:01:26Z,9.63,0,0,210,405,191,8192,0,0
2026-07-01T04:01:26Z,10.16,0,0,210,405,191,8192,0,0
2026-07-01T04:01:27Z,10.16,0,0,210,405,191,8192,0,0
2026-07-01T04:01:27Z,9.68,0,0,210,405,191,8192,0,0
2026-07-01T04:01:28Z,9.68,0,0,210,405,191,8192,0,0
2026-07-01T04:01:28Z,9.56,0,0,210,405,191,8192,0,0
2026-07-01T04:01:29Z,9.56,0,0,210,405,191,8192,0,0
2026-07-01T04:01:29Z,9.51,0,0,210,405,191,8192,0,0
2026-07-01T04:01:30Z,9.51,0,0,210,405,191,8192,0,0
2026-07-01T04:01:31Z,9.51,0,0,210,405,191,8192,0,0
2026-07-01T04:01:31Z,9.40,0,0,210,405,191,8192,0,0
2026-07-01T04:01:32Z,9.40,0,0,210,405,191,8192,0,0
2026-07-01T04:01:32Z,9.44,0,0,210,405,191,8192,0,0
2026-07-01T04:01:33Z,9.70,0,0,210,405,191,8192,0,0
2026-07-01T04:01:33Z,10.02,0,0,210,405,191,8192,0,0
2026-07-01T04:01:34Z,10.07,0,0,210,405,191,8192,0,0
2026-07-01T04:01:34Z,10.07,0,0,210,405,191,8192,0,0
2026-07-01T04:01:35Z,9.48,0,0,210,405,191,8192,0,0
2026-07-01T04:01:35Z,9.36,0,0,210,405,191,8192,0,0
2026-07-01T04:01:36Z,9.36,0,0,210,405,191,8192,0,0
2026-07-01T04:01:36Z,9.38,0,0,210,405,191,8192,0,0
2026-07-01T04:01:37Z,9.38,0,0,210,405,191,8192,0,0
2026-07-01T04:01:37Z,9.45,0,0,210,405,191,8192,0,0
2026-07-01T04:01:38Z,9.45,0,0,210,405,191,8192,0,0
2026-07-01T04:01:39Z,9.49,0,0,210,405,191,8192,0,0
2026-07-01T04:01:39Z,9.49,0,3,210,405,191,8192,0,0
2026-07-01T04:01:40Z,9.49,0,3,210,405,191,8192,0,0
2026-07-01T04:01:40Z,9.64,0,0,210,405,191,8192,0,0
2026-07-01T04:01:41Z,9.93,0,0,210,405,191,8192,0,0
2026-07-01T04:01:41Z,9.93,0,0,210,405,191,8192,0,0
2026-07-01T04:01:42Z,9.41,0,0,210,405,191,8192,0,0
2026-07-01T04:01:42Z,9.41,0,0,210,405,191,8192,0,0
2026-07-01T04:01:43Z,9.36,0,0,210,405,191,8192,0,0
2026-07-01T04:01:43Z,9.36,0,0,210,405,191,8192,0,0
2026-07-01T04:01:44Z,9.34,0,0,210,405,191,8192,0,0
2026-07-01T04:01:44Z,9.34,0,0,210,405,191,8192,0,0
2026-07-01T04:01:45Z,9.37,0,0,210,405,191,8192,0,0
2026-07-01T04:01:45Z,9.37,0,0,210,405,191,8192,0,0
2026-07-01T04:01:46Z,9.37,0,0,210,405,191,8192,0,0
2026-07-01T04:01:46Z,9.31,0,0,210,405,191,8192,0,0
2026-07-01T04:01:47Z,9.41,0,0,210,405,191,8192,0,0
2026-07-01T04:01:48Z,9.54,0,0,210,405,191,8192,0,0
2026-07-01T04:01:48Z,9.86,0,0,210,405,191,8192,0,0
2026-07-01T04:01:49Z,9.34,0,0,210,405,191,8192,0,0
2026-07-01T04:01:49Z,9.34,0,0,210,405,191,8192,0,0
2026-07-01T04:01:50Z,9.40,0,0,210,405,191,8192,0,0
2026-07-01T04:01:50Z,9.40,0,0,210,405,191,8192,0,0
2026-07-01T04:01:51Z,9.39,0,0,210,405,191,8192,0,0
2026-07-01T04:01:51Z,9.39,0,0,210,405,191,8192,0,0
2026-07-01T04:01:52Z,9.42,0,0,210,405,191,8192,0,0
2026-07-01T04:01:52Z,9.42,0,0,210,405,191,8192,0,0
2026-07-01T04:01:53Z,9.48,0,0,210,405,191,8192,0,0
2026-07-01T04:01:53Z,9.48,0,0,210,405,191,8192,0,0
2026-07-01T04:01:54Z,9.61,0,0,210,405,191,8192,0,0
2026-07-01T04:01:54Z,9.76,0,0,210,405,191,8192,0,0
2026-07-01T04:01:55Z,10.03,0,0,210,405,191,8192,0,0
2026-07-01T04:01:55Z,10.03,0,0,210,405,191,8192,0,0
2026-07-01T04:01:56Z,9.51,0,0,210,405,191,8192,0,0
2026-07-01T04:01:57Z,9.51,0,0,210,405,191,8192,0,0
2026-07-01T04:01:57Z,9.43,0,0,210,405,191,8192,0,0
2026-07-01T04:01:58Z,9.43,0,0,210,405,191,8192,0,0
2026-07-01T04:01:58Z,9.44,0,0,210,405,191,8192,0,0
2026-07-01T04:01:59Z,9.44,0,0,210,405,191,8192,0,0
2026-07-01T04:01:59Z,9.43,0,0,210,405,191,8192,0,0
2026-07-01T04:02:00Z,9.20,0,0,210,405,191,8192,0,0
2026-07-01T04:02:00Z,9.20,0,0,210,405,191,8192,0,0
2026-07-01T04:02:01Z,9.31,0,0,210,405,191,8192,0,0
2026-07-01T04:02:01Z,9.66,0,0,210,405,191,8192,0,0
2026-07-01T04:02:02Z,10.03,0,0,210,405,191,8192,0,0
2026-07-01T04:02:02Z,10.08,0,0,210,405,191,8192,0,0
2026-07-01T04:02:03Z,9.48,0,0,210,405,191,8192,0,0
2026-07-01T04:02:04Z,9.48,0,0,210,405,191,8192,0,0
2026-07-01T04:02:04Z,9.30,0,0,210,405,191,8192,0,0
2026-07-01T04:02:05Z,9.30,0,0,210,405,191,8192,0,0
2026-07-01T04:02:05Z,9.29,0,0,210,405,191,8192,0,0
2026-07-01T04:02:06Z,9.29,0,0,210,405,191,8192,0,0
2026-07-01T04:02:06Z,9.36,0,0,210,405,191,8192,0,0
2026-07-01T04:02:07Z,9.36,0,0,210,405,191,8192,0,0
2026-07-01T04:02:07Z,9.43,0,0,210,405,191,8192,0,0
2026-07-01T04:02:08Z,9.43,0,0,210,405,191,8192,0,0
2026-07-01T04:02:08Z,9.47,0,0,210,405,191,8192,0,0
2026-07-01T04:02:09Z,9.67,0,0,210,405,191,8192,0,0
2026-07-01T04:02:09Z,10.00,0,0,210,405,191,8192,0,0
2026-07-01T04:02:10Z,10.00,0,0,210,405,191,8192,0,0
2026-07-01T04:02:10Z,9.47,0,0,210,405,191,8192,0,0
2026-07-01T04:02:11Z,9.47,0,0,210,405,191,8192,0,0
2026-07-01T04:02:12Z,9.41,0,0,210,405,191,8192,0,0
2026-07-01T04:02:12Z,9.41,0,0,210,405,191,8192,0,0
2026-07-01T04:02:13Z,9.36,0,2,210,405,191,8192,0,0
2026-07-01T04:02:13Z,9.55,0,2,210,405,191,8192,0,0
