timestamp_utc,power_w,util_gpu_pct,util_mem_pct,sm_clock_mhz,mem_clock_mhz,mem_used_mib,mem_total_mib,pcie_rx_mbs,pcie_tx_mbs
2026-07-01T11:15:13Z,10.01,0,0,210,405,155,8192,0,0
2026-07-01T11:15:14Z,10.44,0,0,210,405,155,8192,0,0
2026-07-01T11:15:14Z,10.44,0,0,210,405,155,8192,0,0
2026-07-01T11:15:15Z,9.95,0,0,210,405,155,8192,0,0
2026-07-01T11:15:15Z,9.85,0,0,210,405,155,8192,0,0
2026-07-01T11:15:16Z,9.85,0,0,210,405,155,8192,0,0
2026-07-01T11:15:16Z,9.79,0,0,210,405,155,8192,0,0
2026-07-01T11:15:17Z,9.79,0,0,210,405,155,8192,0,0
2026-07-01T11:15:17Z,9.86,0,0,210,405,155,8192,0,0
2026-07-01T11:15:18Z,9.86,0,0,210,405,155,8192,0,0
2026-07-01T11:15:18Z,9.83,0,0,210,405,155,8192,0,0
2026-07-01T11:15:19Z,9.83,0,0,210,405,155,8192,0,0
2026-07-01T11:15:19Z,9.84,0,0,210,405,155,8192,0,0
2026-07-01T11:15:20Z,10.02,0,0,210,405,155,8192,0,0
2026-07-01T11:15:20Z,10.35,0,0,210,405,155,8192,0,0
2026-07-01T11:15:21Z,10.35,0,0,210,405,155,8192,0,0
2026-07-01T11:15:22Z,9.85,0,0,210,405,155,8192,0,0
2026-07-01T11:15:22Z,9.85,0,0,210,405,155,8192,0,0
2026-07-01T11:15:23Z,9.77,0,0,210,405,155,8192,0,0
2026-07-01T11:15:23Z,9.77,0,0,210,405,155,8192,0,0
2026-07-01T11:15:24Z,9.77,0,0,210,405,155,8192,0,0
2026-07-01T11:15:24Z,9.77,0,0,210,405,155,8192,0,0
2026-07-01T11:15:25Z,9.76,0,0,210,405,155,8192,0,0
2026-07-01T11:15:25Z,9.76,0,0,210,405,155,8192,0,0
2026-07-01T11:15:26Z,9.76,0,0,210,405,155,8192,0,0
2026-07-01T11:15:26Z,9.75,0,0,210,405,155,8192,0,0
2026-07-01T11:15:27Z,9.87,0,0,210,405,155,8192,0,0
2026-07-01T11:15:27Z,10.00,0,0,210,405,155,8192,0,0
2026-07-01T11:15:28Z,10.38,0,0,210,405,155,8192,0,0
2026-07-01T11:15:28Z,10.38,0,0,210,405,155,8192,0,0
2026-07-01T11:15:29Z,9.95,0,0,210,405,155,8192,0,0
2026-07-01T11:15:30Z,9.82,0,0,210,405,155,8192,0,0
2026-07-01T11:15:30Z,9.82,0,0,210,405,155,8192,0,0
2026-07-01T11:15:31Z,9.80,0,0,210,405,155,8192,0,0
2026-07-01T11:15:31Z,9.80,0,0,210,405,155,8192,0,0
2026-07-01T11:15:32Z,10.48,0,0,210,405,155,8192,0,0
2026-07-01T11:15:32Z,10.48,0,0,210,405,155,8192,0,0
